gs_text34,iso3,GBD_weight,age,sex
Other Cardiovascular Diseases,LBN,0.0607154,0,0
Other Defined Causes of Child Deaths,LBN,0.6515498,0,0
Other Digestive Diseases,LBN,0,0,0
Other Infectious Diseases,LBN,0.0400695,0,0
Pneumonia,LBN,0.1141355,0,0
Poisonings,LBN,0.0024544,0,0
Road Traffic,LBN,0.0115224,0,0
Sepsis,LBN,0.0013514,0,0
Violent Death,LBN,0.0082121,0,0
AIDS,LBN,0.007695,0,1
Bite of Venomous Animal,LBN,0.0002191,0,1
Diarrhea/Dysentery,LBN,0.04035,0,1
Drowning,LBN,0.0020122,0,1
Encephalitis,LBN,0.0042982,0,1
Falls,LBN,0.0728911,0,1
Fires,LBN,0.0049886,0,1
Hemorrhagic fever,LBN,0.0003895,0,1
Malaria,LBN,0,0,1
Measles,LBN,0.0011808,0,1
Meningitis,LBN,0.0137693,0,1
Other Cancers,LBN,0.0130709,0,1
Other Cardiovascular Diseases,LBN,0.0487964,0,1
Other Defined Causes of Child Deaths,LBN,0.6180598,0,1
Other Digestive Diseases,LBN,0,0,1
Other Infectious Diseases,LBN,0.034425,0,1
Pneumonia,LBN,0.1055194,0,1
Poisonings,LBN,0.0061513,0,1
Road Traffic,LBN,0.0151093,0,1
Sepsis,LBN,0.0012901,0,1
Violent Death,LBN,0.009784,0,1
AIDS,LBN,0.0262436,5,0
Bite of Venomous Animal,LBN,0.0022896,5,0
Diarrhea/Dysentery,LBN,0.0076991,5,0
Drowning,LBN,0.0511392,5,0
Encephalitis,LBN,0.0048735,5,0
Falls,LBN,0.0442737,5,0
Fires,LBN,0.0130919,5,0
Hemorrhagic fever,LBN,0.0037771,5,0
Malaria,LBN,0,5,0
Measles,LBN,0.0014343,5,0
Meningitis,LBN,0.0179119,5,0
Other Cancers,LBN,0.1737295,5,0
Other Cardiovascular Diseases,LBN,0.0867864,5,0
Other Defined Causes of Child Deaths,LBN,0.2525999,5,0
Other Digestive Diseases,LBN,0.0105923,5,0
Other Infectious Diseases,LBN,0.0860096,5,0
Pneumonia,LBN,0.0419111,5,0
Poisonings,LBN,0.0090862,5,0
Road Traffic,LBN,0.1413453,5,0
Sepsis,LBN,0.000779,5,0
Violent Death,LBN,0.0244267,5,0
AIDS,LBN,0.0274906,5,1
Bite of Venomous Animal,LBN,0.0020254,5,1
Diarrhea/Dysentery,LBN,0.0091362,5,1
Drowning,LBN,0.019733,5,1
Encephalitis,LBN,0.0045271,5,1
Falls,LBN,0.1963871,5,1
Fires,LBN,0.0120444,5,1
Hemorrhagic fever,LBN,0.0013186,5,1
Malaria,LBN,0,5,1
Measles,LBN,0.0016456,5,1
Meningitis,LBN,0.016639,5,1
Other Cancers,LBN,0.1083036,5,1
Other Cardiovascular Diseases,LBN,0.0737338,5,1
Other Defined Causes of Child Deaths,LBN,0.2326394,5,1
Other Digestive Diseases,LBN,0.0004694,5,1
Other Infectious Diseases,LBN,0.0702915,5,1
Pneumonia,LBN,0.0544378,5,1
Poisonings,LBN,0.0182982,5,1
Road Traffic,LBN,0.1268892,5,1
Sepsis,LBN,0.0017057,5,1
Violent Death,LBN,0.0222844,5,1
AIDS,LAO,0.0064458,1,0
Bite of Venomous Animal,LAO,0.0012963,1,0
Diarrhea/Dysentery,LAO,0.1465795,1,0
Drowning,LAO,0.0470495,1,0
Encephalitis,LAO,0.0038877,1,0
Falls,LAO,0.0071673,1,0
Fires,LAO,0.0108376,1,0
Hemorrhagic fever,LAO,0.0775556,1,0
Malaria,LAO,0.0344239,1,0
Measles,LAO,0.0143752,1,0
Meningitis,LAO,0.0363214,1,0
Other Cancers,LAO,0.01139,1,0
Other Cardiovascular Diseases,LAO,0.0336723,1,0
Other Defined Causes of Child Deaths,LAO,0.1989067,1,0
Other Digestive Diseases,LAO,0.0172864,1,0
Other Infectious Diseases,LAO,0.0928719,1,0
Pneumonia,LAO,0.2232511,1,0
Poisonings,LAO,0.0032322,1,0
Road Traffic,LAO,0.0248165,1,0
Sepsis,LAO,0.0014352,1,0
Violent Death,LAO,0.007198,1,0
AIDS,LAO,0.0066288,1,1
Bite of Venomous Animal,LAO,0.0036751,1,1
Diarrhea/Dysentery,LAO,0.1601574,1,1
Drowning,LAO,0.0242341,1,1
Encephalitis,LAO,0.0040552,1,1
Falls,LAO,0.0049924,1,1
Fires,LAO,0.0117611,1,1
Hemorrhagic fever,LAO,0.1238353,1,1
Malaria,LAO,0.0232401,1,1
Measles,LAO,0.0154477,1,1
Meningitis,LAO,0.0378867,1,1
Other Cancers,LAO,0.015902,1,1
Other Cardiovascular Diseases,LAO,0.0368441,1,1
Other Defined Causes of Child Deaths,LAO,0.2108243,1,1
Other Digestive Diseases,LAO,0.0140295,1,1
Other Infectious Diseases,LAO,0.091486,1,1
Pneumonia,LAO,0.1869653,1,1
Poisonings,LAO,0.0023208,1,1
Road Traffic,LAO,0.018617,1,1
Sepsis,LAO,0.0017542,1,1
Violent Death,LAO,0.005343,1,1
AIDS,LAO,0.0044508,10,0
Bite of Venomous Animal,LAO,0.0061807,10,0
Diarrhea/Dysentery,LAO,0.0297998,10,0
Drowning,LAO,0.0573205,10,0
Encephalitis,LAO,0.0036878,10,0
Falls,LAO,0.013435,10,0
Fires,LAO,0.0086347,10,0
Hemorrhagic fever,LAO,0.1079423,10,0
Malaria,LAO,0.03185,10,0
Measles,LAO,0.0042018,10,0
Meningitis,LAO,0.0250927,10,0
Other Cancers,LAO,0.0553858,10,0
Other Cardiovascular Diseases,LAO,0.0649993,10,0
Other Defined Causes of Child Deaths,LAO,0.216554,10,0
Other Digestive Diseases,LAO,0.0171724,10,0
Other Infectious Diseases,LAO,0.1841659,10,0
Pneumonia,LAO,0.0689976,10,0
Poisonings,LAO,0.0033785,10,0
Road Traffic,LAO,0.0762786,10,0
Sepsis,LAO,0.0014995,10,0
Violent Death,LAO,0.0189724,10,0
AIDS,LAO,0.0049702,10,1
Bite of Venomous Animal,LAO,0.0054228,10,1
Diarrhea/Dysentery,LAO,0.0363956,10,1
Drowning,LAO,0.0349811,10,1
Encephalitis,LAO,0.0036993,10,1
Falls,LAO,0.0058337,10,1
Fires,LAO,0.0127743,10,1
Hemorrhagic fever,LAO,0.1562406,10,1
Malaria,LAO,0.04502,10,1
Measles,LAO,0.0053256,10,1
Meningitis,LAO,0.0251704,10,1
Other Cancers,LAO,0.060964,10,1
Other Cardiovascular Diseases,LAO,0.079084,10,1
Other Defined Causes of Child Deaths,LAO,0.2072532,10,1
Other Digestive Diseases,LAO,0.0124549,10,1
Other Infectious Diseases,LAO,0.1546363,10,1
Pneumonia,LAO,0.0842809,10,1
Poisonings,LAO,0.0033333,10,1
Road Traffic,LAO,0.0480816,10,1
Sepsis,LAO,0.0015468,10,1
Violent Death,LAO,0.0125314,10,1
AIDS,LAO,0.0011164,0,0
Bite of Venomous Animal,LAO,0.0002293,0,0
Diarrhea/Dysentery,LAO,0.1758005,0,0
Drowning,LAO,0.0016227,0,0
Encephalitis,LAO,0.0037021,0,0
Falls,LAO,0.0023572,0,0
Fires,LAO,0.0024362,0,0
Hemorrhagic fever,LAO,0.0299346,0,0
Malaria,LAO,0.0152484,0,0
Measles,LAO,0.0043645,0,0
Meningitis,LAO,0.0360273,0,0
Other Cancers,LAO,0.0019374,0,0
Other Cardiovascular Diseases,LAO,0.0251713,0,0
Other Defined Causes of Child Deaths,LAO,0.2493116,0,0
Other Digestive Diseases,LAO,0,0,0
Other Infectious Diseases,LAO,0.1514597,0,0
Pneumonia,LAO,0.290479,0,0
Poisonings,LAO,0.0005807,0,0
Road Traffic,LAO,0.0037328,0,0
Sepsis,LAO,0.0021447,0,0
Violent Death,LAO,0.0023436,0,0
AIDS,LAO,0.0012657,0,1
Bite of Venomous Animal,LAO,0.0006023,0,1
Diarrhea/Dysentery,LAO,0.1872399,0,1
Drowning,LAO,0.0017655,0,1
Encephalitis,LAO,0.0034492,0,1
Falls,LAO,0.001333,0,1
Fires,LAO,0.0032386,0,1
Hemorrhagic fever,LAO,0.0629741,0,1
Malaria,LAO,0.0111999,0,1
Measles,LAO,0.0046677,0,1
Meningitis,LAO,0.0335662,0,1
Other Cancers,LAO,0.0042583,0,1
Other Cardiovascular Diseases,LAO,0.0251259,0,1
Other Defined Causes of Child Deaths,LAO,0.2472398,0,1
Other Digestive Diseases,LAO,0,0,1
Other Infectious Diseases,LAO,0.1547089,0,1
Pneumonia,LAO,0.2504172,0,1
Poisonings,LAO,0.0003684,0,1
Road Traffic,LAO,0.0034884,0,1
Sepsis,LAO,0.0016641,0,1
Violent Death,LAO,0.0014268,0,1
AIDS,LAO,0.0057656,5,0
Bite of Venomous Animal,LAO,0.0069612,5,0
Diarrhea/Dysentery,LAO,0.0451109,5,0
Drowning,LAO,0.0619727,5,0
Encephalitis,LAO,0.0037015,5,0
Falls,LAO,0.0103958,5,0
Fires,LAO,0.0096734,5,0
Hemorrhagic fever,LAO,0.1170418,5,0
Malaria,LAO,0.0342971,5,0
Measles,LAO,0.0112754,5,0
Meningitis,LAO,0.0294447,5,0
Other Cancers,LAO,0.0432367,5,0
Other Cardiovascular Diseases,LAO,0.0507835,5,0
Other Defined Causes of Child Deaths,LAO,0.1853464,5,0
Other Digestive Diseases,LAO,0.0176364,5,0
Other Infectious Diseases,LAO,0.1954921,5,0
Pneumonia,LAO,0.0955003,5,0
Poisonings,LAO,0.0026121,5,0
Road Traffic,LAO,0.061267,5,0
Sepsis,LAO,0.0011334,5,0
Violent Death,LAO,0.0113518,5,0
AIDS,LAO,0.0060338,5,1
Bite of Venomous Animal,LAO,0.0071203,5,1
Diarrhea/Dysentery,LAO,0.0549882,5,1
Drowning,LAO,0.0287495,5,1
Encephalitis,LAO,0.003778,5,1
Falls,LAO,0.0051968,5,1
Fires,LAO,0.0145492,5,1
Hemorrhagic fever,LAO,0.1696345,5,1
Malaria,LAO,0.0413248,5,1
Measles,LAO,0.0129383,5,1
Meningitis,LAO,0.0300531,5,1
Other Cancers,LAO,0.0447736,5,1
Other Cardiovascular Diseases,LAO,0.057042,5,1
Other Defined Causes of Child Deaths,LAO,0.1737457,5,1
Other Digestive Diseases,LAO,0.0154007,5,1
Other Infectious Diseases,LAO,0.1856538,5,1
Pneumonia,LAO,0.095549,5,1
Poisonings,LAO,0.0019613,5,1
Road Traffic,LAO,0.0417209,5,1
Sepsis,LAO,0.0012619,5,1
Violent Death,LAO,0.0085246,5,1
AIDS,KWT,0.0164732,1,0
Bite of Venomous Animal,KWT,0.0024902,1,0
Diarrhea/Dysentery,KWT,0.0074933,1,0
Drowning,KWT,0.0311823,1,0
Encephalitis,KWT,0.0029329,1,0
Falls,KWT,0.0403765,1,0
Fires,KWT,0.0220176,1,0
Hemorrhagic fever,KWT,0.0156841,1,0
Malaria,KWT,0,1,0
Measles,KWT,0.0226318,1,0
Meningitis,KWT,0.0096519,1,0
Other Cancers,KWT,0.0754762,1,0
Other Cardiovascular Diseases,KWT,0.039053,1,0
Other Defined Causes of Child Deaths,KWT,0.4434942,1,0
Other Digestive Diseases,KWT,0.0072845,1,0
Other Infectious Diseases,KWT,0.0505911,1,0
Pneumonia,KWT,0.0721173,1,0
Poisonings,KWT,0.0101682,1,0
Road Traffic,KWT,0.1192554,1,0
Sepsis,KWT,0.0029741,1,0
Violent Death,KWT,0.008652,1,0
AIDS,KWT,0.020647,1,1
Bite of Venomous Animal,KWT,0.0008807,1,1
Diarrhea/Dysentery,KWT,0.0066572,1,1
Drowning,KWT,0.0186908,1,1
Encephalitis,KWT,0.0032617,1,1
Falls,KWT,0.0140536,1,1
Fires,KWT,0.0243419,1,1
Hemorrhagic fever,KWT,0.0095855,1,1
Malaria,KWT,0,1,1
Measles,KWT,0.0291449,1,1
Meningitis,KWT,0.0107339,1,1
Other Cancers,KWT,0.0657396,1,1
Other Cardiovascular Diseases,KWT,0.0459626,1,1
Other Defined Causes of Child Deaths,KWT,0.5029052,1,1
Other Digestive Diseases,KWT,0.0079652,1,1
Other Infectious Diseases,KWT,0.0512321,1,1
Pneumonia,KWT,0.0714889,1,1
Poisonings,KWT,0.0116846,1,1
Road Traffic,KWT,0.098485,1,1
Sepsis,KWT,0.0015351,1,1
Violent Death,KWT,0.0050045,1,1
AIDS,KWT,0.0100457,10,0
Bite of Venomous Animal,KWT,0.0024586,10,0
Diarrhea/Dysentery,KWT,0.0018097,10,0
Drowning,KWT,0.0249362,10,0
Encephalitis,KWT,0.0015582,10,0
Falls,KWT,0.0158222,10,0
Fires,KWT,0.0137151,10,0
Hemorrhagic fever,KWT,0.0093092,10,0
Malaria,KWT,0,10,0
Measles,KWT,0.0024941,10,0
Meningitis,KWT,0.0064503,10,0
Other Cancers,KWT,0.1110332,10,0
Other Cardiovascular Diseases,KWT,0.0718111,10,0
Other Defined Causes of Child Deaths,KWT,0.3061918,10,0
Other Digestive Diseases,KWT,0.0098351,10,0
Other Infectious Diseases,KWT,0.0665269,10,0
Pneumonia,KWT,0.0266376,10,0
Poisonings,KWT,0.0063123,10,0
Road Traffic,KWT,0.2954535,10,0
Sepsis,KWT,0.0011564,10,0
Violent Death,KWT,0.0164429,10,0
AIDS,KWT,0.0137707,10,1
Bite of Venomous Animal,KWT,0.0010235,10,1
Diarrhea/Dysentery,KWT,0.0019951,10,1
Drowning,KWT,0.0128053,10,1
Encephalitis,KWT,0.0020454,10,1
Falls,KWT,0.0100297,10,1
Fires,KWT,0.0231023,10,1
Hemorrhagic fever,KWT,0.0150735,10,1
Malaria,KWT,0,10,1
Measles,KWT,0.0038937,10,1
Meningitis,KWT,0.008467,10,1
Other Cancers,KWT,0.1533706,10,1
Other Cardiovascular Diseases,KWT,0.0874178,10,1
Other Defined Causes of Child Deaths,KWT,0.3926933,10,1
Other Digestive Diseases,KWT,0.0124075,10,1
Other Infectious Diseases,KWT,0.076348,10,1
Pneumonia,KWT,0.0484641,10,1
Poisonings,KWT,0.0079441,10,1
Road Traffic,KWT,0.1142467,10,1
Sepsis,KWT,0.0046399,10,1
Violent Death,KWT,0.0102619,10,1
AIDS,KWT,0.0025468,0,0
Bite of Venomous Animal,KWT,0.0004852,0,0
Diarrhea/Dysentery,KWT,0.0145221,0,0
Drowning,KWT,0.0012666,0,0
Encephalitis,KWT,0.0028414,0,0
Falls,KWT,0.0063938,0,0
Fires,KWT,0.0032461,0,0
Hemorrhagic fever,KWT,0.0087254,0,0
Malaria,KWT,0,0,0
Measles,KWT,0.0061218,0,0
Meningitis,KWT,0.0091025,0,0
Other Cancers,KWT,0.0098557,0,0
Other Cardiovascular Diseases,KWT,0.020836,0,0
Other Defined Causes of Child Deaths,KWT,0.7765901,0,0
Other Digestive Diseases,KWT,0,0,0
Other Infectious Diseases,KWT,0.0271696,0,0
Pneumonia,KWT,0.0880679,0,0
Poisonings,KWT,0.0015269,0,0
Road Traffic,KWT,0.0117544,0,0
Sepsis,KWT,0.0037197,0,0
Violent Death,KWT,0.0052281,0,0
AIDS,KWT,0.0025591,0,1
Bite of Venomous Animal,KWT,0.0001335,0,1
Diarrhea/Dysentery,KWT,0.0126718,0,1
Drowning,KWT,0.0006443,0,1
Encephalitis,KWT,0.00304,0,1
Falls,KWT,0.0034266,0,1
Fires,KWT,0.0043229,0,1
Hemorrhagic fever,KWT,0.0066905,0,1
Malaria,KWT,0,0,1
Measles,KWT,0.0057199,0,1
Meningitis,KWT,0.0097386,0,1
Other Cancers,KWT,0.0119443,0,1
Other Cardiovascular Diseases,KWT,0.0195135,0,1
Other Defined Causes of Child Deaths,KWT,0.7987009,0,1
Other Digestive Diseases,KWT,0,0,1
Other Infectious Diseases,KWT,0.0245648,0,1
Pneumonia,KWT,0.0795808,0,1
Poisonings,KWT,0.0020386,0,1
Road Traffic,KWT,0.009983,0,1
Sepsis,KWT,0.0016036,0,1
Violent Death,KWT,0.0031234,0,1
AIDS,KWT,0.009684,5,0
Bite of Venomous Animal,KWT,0.0026237,5,0
Diarrhea/Dysentery,KWT,0.0027907,5,0
Drowning,KWT,0.0271629,5,0
Encephalitis,KWT,0.0020511,5,0
Falls,KWT,0.0178828,5,0
Fires,KWT,0.0196467,5,0
Hemorrhagic fever,KWT,0.0238146,5,0
Malaria,KWT,0,5,0
Measles,KWT,0.0077446,5,0
Meningitis,KWT,0.0075388,5,0
Other Cancers,KWT,0.1199854,5,0
Other Cardiovascular Diseases,KWT,0.0553765,5,0
Other Defined Causes of Child Deaths,KWT,0.3374498,5,0
Other Digestive Diseases,KWT,0.0055663,5,0
Other Infectious Diseases,KWT,0.0749647,5,0
Pneumonia,KWT,0.0422527,5,0
Poisonings,KWT,0.0086972,5,0
Road Traffic,KWT,0.2237545,5,0
Sepsis,KWT,0.0020105,5,0
Violent Death,KWT,0.0090024,5,0
AIDS,KWT,0.0135857,5,1
Bite of Venomous Animal,KWT,0.001651,5,1
Diarrhea/Dysentery,KWT,0.0030236,5,1
Drowning,KWT,0.0156965,5,1
Encephalitis,KWT,0.0025062,5,1
Falls,KWT,0.0150146,5,1
Fires,KWT,0.0291202,5,1
Hemorrhagic fever,KWT,0.0211422,5,1
Malaria,KWT,0,5,1
Measles,KWT,0.0118763,5,1
Meningitis,KWT,0.0092113,5,1
Other Cancers,KWT,0.128832,5,1
Other Cardiovascular Diseases,KWT,0.0662257,5,1
Other Defined Causes of Child Deaths,KWT,0.3877136,5,1
Other Digestive Diseases,KWT,0.0085452,5,1
Other Infectious Diseases,KWT,0.0886271,5,1
Pneumonia,KWT,0.0548647,5,1
Poisonings,KWT,0.0162701,5,1
Road Traffic,KWT,0.1141449,5,1
Sepsis,KWT,0.004463,5,1
Violent Death,KWT,0.0074861,5,1
AIDS,KOR,0.0001821,1,0
Bite of Venomous Animal,KOR,0.0014584,1,0
Diarrhea/Dysentery,KOR,0.0060969,1,0
Drowning,KOR,0.0665077,1,0
Encephalitis,KOR,0.0039285,1,0
Falls,KOR,0.0780758,1,0
Fires,KOR,0.0200245,1,0
Hemorrhagic fever,KOR,0.0024718,1,0
Malaria,KOR,0.0000111,1,0
Measles,KOR,0.0015016,1,0
Meningitis,KOR,0.0170415,1,0
Other Cancers,KOR,0.1271507,1,0
Other Cardiovascular Diseases,KOR,0.0274484,1,0
Other Defined Causes of Child Deaths,KOR,0.33288,1,0
Other Digestive Diseases,KOR,0.0101292,1,0
Other Infectious Diseases,KOR,0.0246405,1,0
Pneumonia,KOR,0.0467464,1,0
Poisonings,KOR,0.0028289,1,0
Road Traffic,KOR,0.199988,1,0
Sepsis,KOR,0.0003427,1,0
Violent Death,KOR,0.0305453,1,0
AIDS,KOR,0.0002194,1,1
Bite of Venomous Animal,KOR,0.0011853,1,1
Diarrhea/Dysentery,KOR,0.00653,1,1
Drowning,KOR,0.038886,1,1
Encephalitis,KOR,0.0041718,1,1
Falls,KOR,0.0603021,1,1
Fires,KOR,0.0187783,1,1
Hemorrhagic fever,KOR,0.0067747,1,1
Malaria,KOR,0.0000112,1,1
Measles,KOR,0.0027063,1,1
Meningitis,KOR,0.0180971,1,1
Other Cancers,KOR,0.1170329,1,1
Other Cardiovascular Diseases,KOR,0.0366897,1,1
Other Defined Causes of Child Deaths,KOR,0.3733778,1,1
Other Digestive Diseases,KOR,0.0103511,1,1
Other Infectious Diseases,KOR,0.0262166,1,1
Pneumonia,KOR,0.0578764,1,1
Poisonings,KOR,0.0033194,1,1
Road Traffic,KOR,0.169821,1,1
Sepsis,KOR,0.0008428,1,1
Violent Death,KOR,0.04681,1,1
AIDS,KOR,8.85E-06,10,0
Bite of Venomous Animal,KOR,0.0009158,10,0
Diarrhea/Dysentery,KOR,0.0010026,10,0
Drowning,KOR,0.1064977,10,0
Encephalitis,KOR,0.00263,10,0
Falls,KOR,0.0294115,10,0
Fires,KOR,0.0191482,10,0
Hemorrhagic fever,KOR,0.0019652,10,0
Malaria,KOR,0.000011,10,0
Measles,KOR,0.0009727,10,0
Meningitis,KOR,0.006977,10,0
Other Cancers,KOR,0.2718533,10,0
Other Cardiovascular Diseases,KOR,0.0461085,10,0
Other Defined Causes of Child Deaths,KOR,0.2802425,10,0
Other Digestive Diseases,KOR,0.0084369,10,0
Other Infectious Diseases,KOR,0.0138622,10,0
Pneumonia,KOR,0.012513,10,0
Poisonings,KOR,0.0050647,10,0
Road Traffic,KOR,0.1606489,10,0
Sepsis,KOR,0.0004637,10,0
Violent Death,KOR,0.031266,10,0
AIDS,KOR,0.0000123,10,1
Bite of Venomous Animal,KOR,0.0010816,10,1
Diarrhea/Dysentery,KOR,0.0012561,10,1
Drowning,KOR,0.0455906,10,1
Encephalitis,KOR,0.0029252,10,1
Falls,KOR,0.018563,10,1
Fires,KOR,0.019663,10,1
Hemorrhagic fever,KOR,0.004035,10,1
Malaria,KOR,0.0000118,10,1
Measles,KOR,0.0010598,10,1
Meningitis,KOR,0.0077601,10,1
Other Cancers,KOR,0.275293,10,1
Other Cardiovascular Diseases,KOR,0.0630634,10,1
Other Defined Causes of Child Deaths,KOR,0.343266,10,1
Other Digestive Diseases,KOR,0.00635,10,1
Other Infectious Diseases,KOR,0.0174302,10,1
Pneumonia,KOR,0.0167407,10,1
Poisonings,KOR,0.0059959,10,1
Road Traffic,KOR,0.1252892,10,1
Sepsis,KOR,0.0006803,10,1
Violent Death,KOR,0.043933,10,1
AIDS,KOR,0.0000412,0,0
Bite of Venomous Animal,KOR,0.0003932,0,0
Diarrhea/Dysentery,KOR,0.0134212,0,0
Drowning,KOR,0.0054676,0,0
Encephalitis,KOR,0.0040181,0,0
Falls,KOR,0.015195,0,0
Fires,KOR,0.0055692,0,0
Hemorrhagic fever,KOR,0.001711,0,0
Malaria,KOR,8.25E-06,0,0
Measles,KOR,0.002992,0,0
Meningitis,KOR,0.0185597,0,0
Other Cancers,KOR,0.0375319,0,0
Other Cardiovascular Diseases,KOR,0.0478447,0,0
Other Defined Causes of Child Deaths,KOR,0.7042447,0,0
Other Digestive Diseases,KOR,0,0,0
Other Infectious Diseases,KOR,0.0514395,0,0
Pneumonia,KOR,0.0572225,0,0
Poisonings,KOR,0.0014965,0,0
Road Traffic,KOR,0.020286,0,0
Sepsis,KOR,0.0010191,0,0
Violent Death,KOR,0.0115387,0,0
AIDS,KOR,0.000042,0,1
Bite of Venomous Animal,KOR,0.0001355,0,1
Diarrhea/Dysentery,KOR,0.0124062,0,1
Drowning,KOR,0.0031061,0,1
Encephalitis,KOR,0.0042129,0,1
Falls,KOR,0.0142538,0,1
Fires,KOR,0.0043785,0,1
Hemorrhagic fever,KOR,0.0027425,0,1
Malaria,KOR,7.99E-06,0,1
Measles,KOR,0.0031666,0,1
Meningitis,KOR,0.0194593,0,1
Other Cancers,KOR,0.0395914,0,1
Other Cardiovascular Diseases,KOR,0.0495895,0,1
Other Defined Causes of Child Deaths,KOR,0.710408,0,1
Other Digestive Diseases,KOR,0,0,1
Other Infectious Diseases,KOR,0.052207,0,1
Pneumonia,KOR,0.0476827,0,1
Poisonings,KOR,0.0013861,0,1
Road Traffic,KOR,0.0172021,0,1
Sepsis,KOR,0.0013528,0,1
Violent Death,KOR,0.0166688,0,1
AIDS,KOR,7.32E-06,5,0
Bite of Venomous Animal,KOR,0.0023045,5,0
Diarrhea/Dysentery,KOR,0.0015627,5,0
Drowning,KOR,0.1345182,5,0
Encephalitis,KOR,0.0030116,5,0
Falls,KOR,0.0356319,5,0
Fires,KOR,0.0187827,5,0
Hemorrhagic fever,KOR,0.003143,5,0
Malaria,KOR,7.26E-06,5,0
Measles,KOR,0.0014192,5,0
Meningitis,KOR,0.0101913,5,0
Other Cancers,KOR,0.2559509,5,0
Other Cardiovascular Diseases,KOR,0.0258788,5,0
Other Defined Causes of Child Deaths,KOR,0.1750433,5,0
Other Digestive Diseases,KOR,0.0066785,5,0
Other Infectious Diseases,KOR,0.0168147,5,0
Pneumonia,KOR,0.0194804,5,0
Poisonings,KOR,0.00361,5,0
Road Traffic,KOR,0.2425874,5,0
Sepsis,KOR,0.0005812,5,0
Violent Death,KOR,0.0427951,5,0
AIDS,KOR,0.0000105,5,1
Bite of Venomous Animal,KOR,0.0021989,5,1
Diarrhea/Dysentery,KOR,0.0022112,5,1
Drowning,KOR,0.0578244,5,1
Encephalitis,KOR,0.0035672,5,1
Falls,KOR,0.0270081,5,1
Fires,KOR,0.0203201,5,1
Hemorrhagic fever,KOR,0.0084916,5,1
Malaria,KOR,7.86E-06,5,1
Measles,KOR,0.0025479,5,1
Meningitis,KOR,0.0120715,5,1
Other Cancers,KOR,0.2631002,5,1
Other Cardiovascular Diseases,KOR,0.0505739,5,1
Other Defined Causes of Child Deaths,KOR,0.205512,5,1
Other Digestive Diseases,KOR,0.0058249,5,1
Other Infectious Diseases,KOR,0.0214748,5,1
Pneumonia,KOR,0.0207848,5,1
Poisonings,KOR,0.0038163,5,1
Road Traffic,KOR,0.2266435,5,1
Sepsis,KOR,0.0009565,5,1
Violent Death,KOR,0.0650538,5,1
AIDS,KIR,0.0081716,1,0
Bite of Venomous Animal,KIR,0.0000837,1,0
Diarrhea/Dysentery,KIR,0.0715197,1,0
Drowning,KIR,0.0086484,1,0
Encephalitis,KIR,0.000359,1,0
Falls,KIR,0.0083287,1,0
Fires,KIR,0.0134087,1,0
Hemorrhagic fever,KIR,0.0062981,1,0
Malaria,KIR,0,1,0
Measles,KIR,0.0026746,1,0
Meningitis,KIR,0.027875,1,0
Other Cancers,KIR,0.0550234,1,0
Other Cardiovascular Diseases,KIR,0.0257076,1,0
Other Defined Causes of Child Deaths,KIR,0.4926201,1,0
Other Digestive Diseases,KIR,0.0326792,1,0
Other Infectious Diseases,KIR,0.0653641,1,0
Pneumonia,KIR,0.1224671,1,0
Poisonings,KIR,0.0200406,1,0
Road Traffic,KIR,0.0244149,1,0
Sepsis,KIR,0.0025248,1,0
Violent Death,KIR,0.0117908,1,0
AIDS,KIR,0.0099331,1,1
Bite of Venomous Animal,KIR,0.0004006,1,1
Diarrhea/Dysentery,KIR,0.0692326,1,1
Drowning,KIR,0.0094113,1,1
Encephalitis,KIR,0.0007151,1,1
Falls,KIR,0.0065458,1,1
Fires,KIR,0.0285032,1,1
Hemorrhagic fever,KIR,0.0118102,1,1
Malaria,KIR,0,1,1
Measles,KIR,0.0033718,1,1
Meningitis,KIR,0.0555241,1,1
Other Cancers,KIR,0.0473541,1,1
Other Cardiovascular Diseases,KIR,0.0203034,1,1
Other Defined Causes of Child Deaths,KIR,0.5068777,1,1
Other Digestive Diseases,KIR,0.0321487,1,1
Other Infectious Diseases,KIR,0.0630521,1,1
Pneumonia,KIR,0.09776,1,1
Poisonings,KIR,0.0031983,1,1
Road Traffic,KIR,0.021526,1,1
Sepsis,KIR,0.0032848,1,1
Violent Death,KIR,0.009047,1,1
AIDS,KIR,0.0144321,10,0
Bite of Venomous Animal,KIR,0.0000864,10,0
Diarrhea/Dysentery,KIR,0.0218781,10,0
Drowning,KIR,0.0669535,10,0
Encephalitis,KIR,0.0005716,10,0
Falls,KIR,0.0116288,10,0
Fires,KIR,0.0063116,10,0
Hemorrhagic fever,KIR,0.0052052,10,0
Malaria,KIR,0,10,0
Measles,KIR,0.0003549,10,0
Meningitis,KIR,0.0397014,10,0
Other Cancers,KIR,0.0748995,10,0
Other Cardiovascular Diseases,KIR,0.0507731,10,0
Other Defined Causes of Child Deaths,KIR,0.4550994,10,0
Other Digestive Diseases,KIR,0.0642342,10,0
Other Infectious Diseases,KIR,0.0664438,10,0
Pneumonia,KIR,0.0220434,10,0
Poisonings,KIR,0.0084251,10,0
Road Traffic,KIR,0.0640693,10,0
Sepsis,KIR,0.0025147,10,0
Violent Death,KIR,0.0243739,10,0
AIDS,KIR,0.0168395,10,1
Bite of Venomous Animal,KIR,0.0003776,10,1
Diarrhea/Dysentery,KIR,0.0258531,10,1
Drowning,KIR,0.0678788,10,1
