gs_text34,iso3,GBD_weight,age,sex
Other Digestive Diseases,CHN,0.0090723,5,1
Other Infectious Diseases,CHN,0.102676,5,1
Pneumonia,CHN,0.0518739,5,1
Poisonings,CHN,0.014889,5,1
Road Traffic,CHN,0.1471297,5,1
Sepsis,CHN,0.0034993,5,1
Violent Death,CHN,0.0077115,5,1
AIDS,CHL,0.026212,1,0
Bite of Venomous Animal,CHL,0.0014033,1,0
Diarrhea/Dysentery,CHL,0.0075142,1,0
Drowning,CHL,0.106665,1,0
Encephalitis,CHL,0.0005629,1,0
Falls,CHL,0.0107268,1,0
Fires,CHL,0.0761463,1,0
Hemorrhagic fever,CHL,0.0042934,1,0
Malaria,CHL,0,1,0
Measles,CHL,0.0010611,1,0
Meningitis,CHL,0.0275718,1,0
Other Cancers,CHL,0.1182219,1,0
Other Cardiovascular Diseases,CHL,0.0212994,1,0
Other Defined Causes of Child Deaths,CHL,0.3175633,1,0
Other Digestive Diseases,CHL,0.0115346,1,0
Other Infectious Diseases,CHL,0.0849196,1,0
Pneumonia,CHL,0.0660544,1,0
Poisonings,CHL,0.0057403,1,0
Road Traffic,CHL,0.0929058,1,0
Sepsis,CHL,0.0008594,1,0
Violent Death,CHL,0.0187446,1,0
AIDS,CHL,0.0213339,1,1
Bite of Venomous Animal,CHL,0.0008233,1,1
Diarrhea/Dysentery,CHL,0.0061549,1,1
Drowning,CHL,0.0546582,1,1
Encephalitis,CHL,0.0006438,1,1
Falls,CHL,0.0058786,1,1
Fires,CHL,0.0709457,1,1
Hemorrhagic fever,CHL,0.00107,1,1
Malaria,CHL,0,1,1
Measles,CHL,0.001191,1,1
Meningitis,CHL,0.031537,1,1
Other Cancers,CHL,0.1069589,1,1
Other Cardiovascular Diseases,CHL,0.0317742,1,1
Other Defined Causes of Child Deaths,CHL,0.3814131,1,1
Other Digestive Diseases,CHL,0.0076211,1,1
Other Infectious Diseases,CHL,0.0869803,1,1
Pneumonia,CHL,0.0743041,1,1
Poisonings,CHL,0.0060166,1,1
Road Traffic,CHL,0.0910882,1,1
Sepsis,CHL,0.0012516,1,1
Violent Death,CHL,0.0183553,1,1
AIDS,CHL,0.0064832,10,0
Bite of Venomous Animal,CHL,0.000833,10,0
Diarrhea/Dysentery,CHL,0.0013912,10,0
Drowning,CHL,0.0752279,10,0
Encephalitis,CHL,0.0003895,10,0
Falls,CHL,0.0174497,10,0
Fires,CHL,0.0232785,10,0
Hemorrhagic fever,CHL,0.0035726,10,0
Malaria,CHL,0,10,0
Measles,CHL,0.0008761,10,0
Meningitis,CHL,0.0137939,10,0
Other Cancers,CHL,0.1631685,10,0
Other Cardiovascular Diseases,CHL,0.0419881,10,0
Other Defined Causes of Child Deaths,CHL,0.3626041,10,0
Other Digestive Diseases,CHL,0.0118592,10,0
Other Infectious Diseases,CHL,0.0591772,10,0
Pneumonia,CHL,0.0178191,10,0
Poisonings,CHL,0.0065649,10,0
Road Traffic,CHL,0.1563898,10,0
Sepsis,CHL,0.0010293,10,0
Violent Death,CHL,0.036104,10,0
AIDS,CHL,0.004333,10,1
Bite of Venomous Animal,CHL,0.0005228,10,1
Diarrhea/Dysentery,CHL,0.0019892,10,1
Drowning,CHL,0.0359163,10,1
Encephalitis,CHL,0.0003911,10,1
Falls,CHL,0.0074936,10,1
Fires,CHL,0.0184298,10,1
Hemorrhagic fever,CHL,0.0006234,10,1
Malaria,CHL,0,10,1
Measles,CHL,0.0008186,10,1
Meningitis,CHL,0.0138483,10,1
Other Cancers,CHL,0.1905942,10,1
Other Cardiovascular Diseases,CHL,0.0488785,10,1
Other Defined Causes of Child Deaths,CHL,0.3905981,10,1
Other Digestive Diseases,CHL,0.015779,10,1
Other Infectious Diseases,CHL,0.0651456,10,1
Pneumonia,CHL,0.020544,10,1
Poisonings,CHL,0.0074929,10,1
Road Traffic,CHL,0.1497963,10,1
Sepsis,CHL,0.001538,10,1
Violent Death,CHL,0.0252674,10,1
AIDS,CHL,0.0024954,0,0
Bite of Venomous Animal,CHL,0.0002602,0,0
Diarrhea/Dysentery,CHL,0.008895,0,0
Drowning,CHL,0.002062,0,0
Encephalitis,CHL,0.0004725,0,0
Falls,CHL,0.0017009,0,0
Fires,CHL,0.0081098,0,0
Hemorrhagic fever,CHL,0.0010936,0,0
Malaria,CHL,0,0,0
Measles,CHL,0.000734,0,0
Meningitis,CHL,0.0240684,0,0
Other Cancers,CHL,0.0103588,0,0
Other Cardiovascular Diseases,CHL,0.0123532,0,0
Other Defined Causes of Child Deaths,CHL,0.7107752,0,0
Other Digestive Diseases,CHL,0,0,0
Other Infectious Diseases,CHL,0.0329494,0,0
Pneumonia,CHL,0.1697022,0,0
Poisonings,CHL,0.000472,0,0
Road Traffic,CHL,0.0079861,0,0
Sepsis,CHL,0.0008056,0,0
Violent Death,CHL,0.0047054,0,0
AIDS,CHL,0.0018806,0,1
Bite of Venomous Animal,CHL,0.0001657,0,1
Diarrhea/Dysentery,CHL,0.0102125,0,1
Drowning,CHL,0.0009372,0,1
Encephalitis,CHL,0.000484,0,1
Falls,CHL,0.0009169,0,1
Fires,CHL,0.0049942,0,1
Hemorrhagic fever,CHL,0.0002152,0,1
Malaria,CHL,0,0,1
Measles,CHL,0.0010881,0,1
Meningitis,CHL,0.024652,0,1
Other Cancers,CHL,0.0102307,0,1
Other Cardiovascular Diseases,CHL,0.019528,0,1
Other Defined Causes of Child Deaths,CHL,0.7447538,0,1
Other Digestive Diseases,CHL,0,0,1
Other Infectious Diseases,CHL,0.0311181,0,1
Pneumonia,CHL,0.1324357,0,1
Poisonings,CHL,0.0005288,0,1
Road Traffic,CHL,0.0101898,0,1
Sepsis,CHL,0.0009809,0,1
Violent Death,CHL,0.0046876,0,1
AIDS,CHL,0.010747,5,0
Bite of Venomous Animal,CHL,0.0019994,5,0
Diarrhea/Dysentery,CHL,0.002434,5,0
Drowning,CHL,0.0484008,5,0
Encephalitis,CHL,0.0004255,5,0
Falls,CHL,0.0147046,5,0
Fires,CHL,0.0507133,5,0
Hemorrhagic fever,CHL,0.0043388,5,0
Malaria,CHL,0,5,0
Measles,CHL,0.0010461,5,0
Meningitis,CHL,0.0177643,5,0
Other Cancers,CHL,0.2114102,5,0
Other Cardiovascular Diseases,CHL,0.0337394,5,0
Other Defined Causes of Child Deaths,CHL,0.2528489,5,0
Other Digestive Diseases,CHL,0.0122198,5,0
Other Infectious Diseases,CHL,0.0911192,5,0
Pneumonia,CHL,0.033462,5,0
Poisonings,CHL,0.0051607,5,0
Road Traffic,CHL,0.1834118,5,0
Sepsis,CHL,0.0006815,5,0
Violent Death,CHL,0.0233728,5,0
AIDS,CHL,0.0068077,5,1
Bite of Venomous Animal,CHL,0.0008675,5,1
Diarrhea/Dysentery,CHL,0.0024167,5,1
Drowning,CHL,0.0237631,5,1
Encephalitis,CHL,0.0005036,5,1
Falls,CHL,0.0093292,5,1
Fires,CHL,0.0621797,5,1
Hemorrhagic fever,CHL,0.0013528,5,1
Malaria,CHL,0,5,1
Measles,CHL,0.0012275,5,1
Meningitis,CHL,0.0210257,5,1
Other Cancers,CHL,0.1993265,5,1
Other Cardiovascular Diseases,CHL,0.0399903,5,1
Other Defined Causes of Child Deaths,CHL,0.3069736,5,1
Other Digestive Diseases,CHL,0.0063325,5,1
Other Infectious Diseases,CHL,0.09861,5,1
Pneumonia,CHL,0.0290414,5,1
Poisonings,CHL,0.0048122,5,1
Road Traffic,CHL,0.1592264,5,1
Sepsis,CHL,0.0010255,5,1
Violent Death,CHL,0.0251882,5,1
AIDS,CHE,0.0637612,1,0
Bite of Venomous Animal,CHE,0.0007684,1,0
Diarrhea/Dysentery,CHE,0.0203405,1,0
Drowning,CHE,0.0770529,1,0
Encephalitis,CHE,0.0025246,1,0
Falls,CHE,0.0302241,1,0
Fires,CHE,0.0142944,1,0
Hemorrhagic fever,CHE,0.0035525,1,0
Malaria,CHE,0,1,0
Measles,CHE,0.003462,1,0
Meningitis,CHE,0.0388303,1,0
Other Cancers,CHE,0.1388559,1,0
Other Cardiovascular Diseases,CHE,0.0102817,1,0
Other Defined Causes of Child Deaths,CHE,0.3662489,1,0
Other Digestive Diseases,CHE,0.0029871,1,0
Other Infectious Diseases,CHE,0.0250205,1,0
Pneumonia,CHE,0.0337127,1,0
Poisonings,CHE,0.0031641,1,0
Road Traffic,CHE,0.1405807,1,0
Sepsis,CHE,0.0002663,1,0
Violent Death,CHE,0.0240711,1,0
AIDS,CHE,0.0586795,1,1
Bite of Venomous Animal,CHE,0.0003535,1,1
Diarrhea/Dysentery,CHE,0.031554,1,1
Drowning,CHE,0.0672843,1,1
Encephalitis,CHE,0.0022196,1,1
Falls,CHE,0.0274654,1,1
Fires,CHE,0.015987,1,1
Hemorrhagic fever,CHE,0.0116242,1,1
Malaria,CHE,0,1,1
Measles,CHE,0.0037296,1,1
Meningitis,CHE,0.0341382,1,1
Other Cancers,CHE,0.1394386,1,1
Other Cardiovascular Diseases,CHE,0.0083239,1,1
Other Defined Causes of Child Deaths,CHE,0.3994595,1,1
Other Digestive Diseases,CHE,0.0060295,1,1
Other Infectious Diseases,CHE,0.0274484,1,1
Pneumonia,CHE,0.0285511,1,1
Poisonings,CHE,0.0025713,1,1
Road Traffic,CHE,0.0930098,1,1
Sepsis,CHE,0.0007319,1,1
Violent Death,CHE,0.0414007,1,1
AIDS,CHE,0.4361085,10,0
Bite of Venomous Animal,CHE,0.0008316,10,0
Diarrhea/Dysentery,CHE,0.0015328,10,0
Drowning,CHE,0.0202733,10,0
Encephalitis,CHE,0.0009293,10,0
Falls,CHE,0.021025,10,0
Fires,CHE,0.0028091,10,0
Hemorrhagic fever,CHE,0.0016447,10,0
Malaria,CHE,0,10,0
Measles,CHE,0.0017445,10,0
Meningitis,CHE,0.0079023,10,0
Other Cancers,CHE,0.1298281,10,0
Other Cardiovascular Diseases,CHE,0.0115378,10,0
Other Defined Causes of Child Deaths,CHE,0.2228957,10,0
Other Digestive Diseases,CHE,0.0021807,10,0
Other Infectious Diseases,CHE,0.0067765,10,0
Pneumonia,CHE,0.0052928,10,0
Poisonings,CHE,0.0024252,10,0
Road Traffic,CHE,0.1144762,10,0
Sepsis,CHE,0.0002111,10,0
Violent Death,CHE,0.0095748,10,0
AIDS,CHE,0.0500739,10,1
Bite of Venomous Animal,CHE,0.0008828,10,1
Diarrhea/Dysentery,CHE,0.0029904,10,1
Drowning,CHE,0.0210585,10,1
Encephalitis,CHE,0.0019257,10,1
Falls,CHE,0.0264938,10,1
Fires,CHE,0.0095645,10,1
Hemorrhagic fever,CHE,0.0071648,10,1
Malaria,CHE,0,10,1
Measles,CHE,0.005125,10,1
Meningitis,CHE,0.0163756,10,1
Other Cancers,CHE,0.2640069,10,1
Other Cardiovascular Diseases,CHE,0.0228508,10,1
Other Defined Causes of Child Deaths,CHE,0.3994696,10,1
Other Digestive Diseases,CHE,0.0045883,10,1
Other Infectious Diseases,CHE,0.0156508,10,1
Pneumonia,CHE,0.0128643,10,1
Poisonings,CHE,0.0042725,10,1
Road Traffic,CHE,0.1030978,10,1
Sepsis,CHE,0.000593,10,1
Violent Death,CHE,0.0309511,10,1
AIDS,CHE,0.010311,0,0
Bite of Venomous Animal,CHE,0.000128,0,0
Diarrhea/Dysentery,CHE,0.0186496,0,0
Drowning,CHE,0.0081806,0,0
Encephalitis,CHE,0.0014972,0,0
Falls,CHE,0.0088542,0,0
Fires,CHE,0.0023848,0,0
Hemorrhagic fever,CHE,0.0014971,0,0
Malaria,CHE,0,0,0
Measles,CHE,0.0019725,0,0
Meningitis,CHE,0.0247445,0,0
Other Cancers,CHE,0.0150418,0,0
Other Cardiovascular Diseases,CHE,0.0078484,0,0
Other Defined Causes of Child Deaths,CHE,0.7873874,0,0
Other Digestive Diseases,CHE,0,0,0
Other Infectious Diseases,CHE,0.0392633,0,0
Pneumonia,CHE,0.0406134,0,0
Poisonings,CHE,0.0006786,0,0
Road Traffic,CHE,0.0145017,0,0
Sepsis,CHE,0.0003088,0,0
Violent Death,CHE,0.0161371,0,0
AIDS,CHE,0.0091747,0,1
Bite of Venomous Animal,CHE,0.0000884,0,1
Diarrhea/Dysentery,CHE,0.0267865,0,1
Drowning,CHE,0.0044857,0,1
Encephalitis,CHE,0.0014045,0,1
Falls,CHE,0.0070919,0,1
Fires,CHE,0.0024988,0,1
Hemorrhagic fever,CHE,0.0036067,0,1
Malaria,CHE,0,0,1
Measles,CHE,0.0018719,0,1
Meningitis,CHE,0.0232114,0,1
Other Cancers,CHE,0.0163925,0,1
Other Cardiovascular Diseases,CHE,0.0064148,0,1
Other Defined Causes of Child Deaths,CHE,0.7872916,0,1
Other Digestive Diseases,CHE,0,0,1
Other Infectious Diseases,CHE,0.0401139,0,1
Pneumonia,CHE,0.0302651,0,1
Poisonings,CHE,0.0007914,0,1
Road Traffic,CHE,0.0108401,0,1
Sepsis,CHE,0.0006472,0,1
Violent Death,CHE,0.0270229,0,1
AIDS,CHE,0.0122673,5,0
Bite of Venomous Animal,CHE,0.0015558,5,0
Diarrhea/Dysentery,CHE,0.0049591,5,0
Drowning,CHE,0.0455923,5,0
Encephalitis,CHE,0.0015391,5,0
Falls,CHE,0.0292991,5,0
Fires,CHE,0.0093098,5,0
Hemorrhagic fever,CHE,0.0047889,5,0
Malaria,CHE,0,5,0
Measles,CHE,0.0046329,5,0
Meningitis,CHE,0.017687,5,0
Other Cancers,CHE,0.2867874,5,0
Other Cardiovascular Diseases,CHE,0.0148881,5,0
Other Defined Causes of Child Deaths,CHE,0.2903725,5,0
Other Digestive Diseases,CHE,0.0042447,5,0
Other Infectious Diseases,CHE,0.0165364,5,0
Pneumonia,CHE,0.0124313,5,0
Poisonings,CHE,0.0020759,5,0
Road Traffic,CHE,0.2101818,5,0
Sepsis,CHE,0.0003451,5,0
Violent Death,CHE,0.0305055,5,0
AIDS,CHE,0.0174832,5,1
Bite of Venomous Animal,CHE,0.0006791,5,1
Diarrhea/Dysentery,CHE,0.0058701,5,1
Drowning,CHE,0.0334152,5,1
Encephalitis,CHE,0.0014573,5,1
Falls,CHE,0.0188338,5,1
Fires,CHE,0.0099455,5,1
Hemorrhagic fever,CHE,0.0116841,5,1
Malaria,CHE,0,5,1
Measles,CHE,0.0068926,5,1
Meningitis,CHE,0.016747,5,1
Other Cancers,CHE,0.3233073,5,1
Other Cardiovascular Diseases,CHE,0.0090892,5,1
Other Defined Causes of Child Deaths,CHE,0.3101785,5,1
Other Digestive Diseases,CHE,0.003939,5,1
Other Infectious Diseases,CHE,0.0227074,5,1
Pneumonia,CHE,0.0120405,5,1
Poisonings,CHE,0.0032665,5,1
Road Traffic,CHE,0.1268915,5,1
Sepsis,CHE,0.0005648,5,1
Violent Death,CHE,0.0650076,5,1
AIDS,CAN,0.016688,1,0
Bite of Venomous Animal,CAN,0.0027198,1,0
Diarrhea/Dysentery,CAN,0.0056834,1,0
Drowning,CAN,0.1000232,1,0
Encephalitis,CAN,0.0013349,1,0
Falls,CAN,0.0166337,1,0
Fires,CAN,0.0444937,1,0
Hemorrhagic fever,CAN,0.0001966,1,0
Malaria,CAN,0,1,0
Measles,CAN,0.0004789,1,0
Meningitis,CAN,0.0204421,1,0
Other Cancers,CAN,0.1307613,1,0
Other Cardiovascular Diseases,CAN,0.0470595,1,0
Other Defined Causes of Child Deaths,CAN,0.3771471,1,0
Other Digestive Diseases,CAN,0.017727,1,0
Other Infectious Diseases,CAN,0.0367994,1,0
Pneumonia,CAN,0.0397747,1,0
Poisonings,CAN,0.0045044,1,0
Road Traffic,CAN,0.0973758,1,0
Sepsis,CAN,0.0007848,1,0
Violent Death,CAN,0.0393718,1,0
AIDS,CAN,0.0154249,1,1
Bite of Venomous Animal,CAN,0.0017659,1,1
Diarrhea/Dysentery,CAN,0.0079532,1,1
Drowning,CAN,0.0586658,1,1
Encephalitis,CAN,0.0013382,1,1
Falls,CAN,0.0111186,1,1
Fires,CAN,0.0475481,1,1
Hemorrhagic fever,CAN,0.0013176,1,1
Malaria,CAN,0,1,1
Measles,CAN,0.0006154,1,1
Meningitis,CAN,0.0204933,1,1
Other Cancers,CAN,0.1140748,1,1
Other Cardiovascular Diseases,CAN,0.0507065,1,1
Other Defined Causes of Child Deaths,CAN,0.3835844,1,1
Other Digestive Diseases,CAN,0.0201271,1,1
Other Infectious Diseases,CAN,0.0371068,1,1
Pneumonia,CAN,0.0481123,1,1
Poisonings,CAN,0.0054601,1,1
Road Traffic,CAN,0.1103036,1,1
Sepsis,CAN,0.0007798,1,1
Violent Death,CAN,0.0635035,1,1
AIDS,CAN,0.0050659,10,0
Bite of Venomous Animal,CAN,0.0019229,10,0
Diarrhea/Dysentery,CAN,0.0013328,10,0
Drowning,CAN,0.0521759,10,0
Encephalitis,CAN,0.0009453,10,0
Falls,CAN,0.0107573,10,0
Fires,CAN,0.021185,10,0
Hemorrhagic fever,CAN,0.0002621,10,0
Malaria,CAN,0,10,0
Measles,CAN,0.0003321,10,0
Meningitis,CAN,0.0064048,10,0
Other Cancers,CAN,0.1996724,10,0
Other Cardiovascular Diseases,CAN,0.0405584,10,0
Other Defined Causes of Child Deaths,CAN,0.4081144,10,0
Other Digestive Diseases,CAN,0.0086873,10,0
Other Infectious Diseases,CAN,0.0112707,10,0
Pneumonia,CAN,0.0136556,10,0
Poisonings,CAN,0.009114,10,0
Road Traffic,CAN,0.1834472,10,0
Sepsis,CAN,0.0006652,10,0
Violent Death,CAN,0.0244306,10,0
AIDS,CAN,0.0027676,10,1
Bite of Venomous Animal,CAN,0.0016068,10,1
Diarrhea/Dysentery,CAN,0.0017972,10,1
Drowning,CAN,0.0232194,10,1
Encephalitis,CAN,0.0017364,10,1
Falls,CAN,0.0066931,10,1
Fires,CAN,0.0240737,10,1
Hemorrhagic fever,CAN,0.0013601,10,1
Malaria,CAN,0,10,1
Measles,CAN,0.0005699,10,1
Meningitis,CAN,0.0117654,10,1
Other Cancers,CAN,0.2259627,10,1
Other Cardiovascular Diseases,CAN,0.0457681,10,1
Other Defined Causes of Child Deaths,CAN,0.3901864,10,1
Other Digestive Diseases,CAN,0.0122045,10,1
Other Infectious Diseases,CAN,0.0132184,10,1
Pneumonia,CAN,0.0215483,10,1
Poisonings,CAN,0.0079026,10,1
Road Traffic,CAN,0.1690883,10,1
Sepsis,CAN,0.0008804,10,1
Violent Death,CAN,0.0376505,10,1
AIDS,CAN,0.0021623,0,0
Bite of Venomous Animal,CAN,0.0003154,0,0
Diarrhea/Dysentery,CAN,0.0062681,0,0
Drowning,CAN,0.007613,0,0
Encephalitis,CAN,0.0010381,0,0
Falls,CAN,0.003028,0,0
Fires,CAN,0.0049705,0,0
Hemorrhagic fever,CAN,0.0000403,0,0
Malaria,CAN,0,0,0
Measles,CAN,0.0001554,0,0
Meningitis,CAN,0.0175677,0,0
Other Cancers,CAN,0.0138432,0,0
Other Cardiovascular Diseases,CAN,0.0420424,0,0
Other Defined Causes of Child Deaths,CAN,0.7427959,0,0
Other Digestive Diseases,CAN,0,0,0
Other Infectious Diseases,CAN,0.0772942,0,0
Pneumonia,CAN,0.0477516,0,0
Poisonings,CAN,0.0010522,0,0
Road Traffic,CAN,0.013469,0,0
Sepsis,CAN,0.0007507,0,0
Violent Death,CAN,0.017842,0,0
AIDS,CAN,0.0019817,0,1
Bite of Venomous Animal,CAN,0.0002,0,1
Diarrhea/Dysentery,CAN,0.0080526,0,1
Drowning,CAN,0.0043313,0,1
Encephalitis,CAN,0.0011446,0,1
Falls,CAN,0.0026486,0,1
Fires,CAN,0.006464,0,1
Hemorrhagic fever,CAN,0.0001763,0,1
Malaria,CAN,0,0,1
Measles,CAN,0.0002891,0,1
Meningitis,CAN,0.0193709,0,1
Other Cancers,CAN,0.0146306,0,1
Other Cardiovascular Diseases,CAN,0.0353327,0,1
Other Defined Causes of Child Deaths,CAN,0.7629931,0,1
Other Digestive Diseases,CAN,0,0,1
Other Infectious Diseases,CAN,0.0739281,0,1
Pneumonia,CAN,0.0381673,0,1
Poisonings,CAN,0.0012175,0,1
Road Traffic,CAN,0.0114956,0,1
Sepsis,CAN,0.0009766,0,1
Violent Death,CAN,0.0165994,0,1
AIDS,CAN,0.0073715,5,0
Bite of Venomous Animal,CAN,0.0024934,5,0
Diarrhea/Dysentery,CAN,0.0017845,5,0
Drowning,CAN,0.0736873,5,0
Encephalitis,CAN,0.0009319,5,0
Falls,CAN,0.0106772,5,0
Fires,CAN,0.0360898,5,0
Hemorrhagic fever,CAN,0.0003033,5,0
Malaria,CAN,0,5,0
Measles,CAN,0.0004979,5,0
Meningitis,CAN,0.0095412,5,0
Other Cancers,CAN,0.3027755,5,0
Other Cardiovascular Diseases,CAN,0.0318748,5,0
Other Defined Causes of Child Deaths,CAN,0.2721619,5,0
Other Digestive Diseases,CAN,0.011026,5,0
Other Infectious Diseases,CAN,0.019768,5,0
Pneumonia,CAN,0.0205125,5,0
Poisonings,CAN,0.002883,5,0
Road Traffic,CAN,0.1689938,5,0
Sepsis,CAN,0.0007378,5,0
Violent Death,CAN,0.0258885,5,0
AIDS,CAN,0.006549,5,1
Bite of Venomous Animal,CAN,0.0022687,5,1
Diarrhea/Dysentery,CAN,0.0027119,5,1
Drowning,CAN,0.0255927,5,1
Encephalitis,CAN,0.0013289,5,1
Falls,CAN,0.0072123,5,1
Fires,CAN,0.046284,5,1
Hemorrhagic fever,CAN,0.0028469,5,1
Malaria,CAN,0,5,1
Measles,CAN,0.0008271,5,1
Meningitis,CAN,0.0136055,5,1
Other Cancers,CAN,0.2896161,5,1
Other Cardiovascular Diseases,CAN,0.0397263,5,1
Other Defined Causes of Child Deaths,CAN,0.296884,5,1
Other Digestive Diseases,CAN,0.0113854,5,1
Other Infectious Diseases,CAN,0.0216539,5,1
Pneumonia,CAN,0.0226981,5,1
Poisonings,CAN,0.0032062,5,1
Road Traffic,CAN,0.1682177,5,1
Sepsis,CAN,0.000963,5,1
Violent Death,CAN,0.0364225,5,1
AIDS,CAF,0.0553398,1,0
Bite of Venomous Animal,CAF,0.0020944,1,0
Diarrhea/Dysentery,CAF,0.1119226,1,0
Drowning,CAF,0.0202235,1,0
Encephalitis,CAF,0.0028784,1,0
Falls,CAF,0.0053307,1,0
Fires,CAF,0.0165557,1,0
Hemorrhagic fever,CAF,0.0002512,1,0
Malaria,CAF,0.3122729,1,0
Measles,CAF,0.0079831,1,0
Meningitis,CAF,0.0488391,1,0
Other Cancers,CAF,0.0030622,1,0
Other Cardiovascular Diseases,CAF,0.0114972,1,0
Other Defined Causes of Child Deaths,CAF,0.2046846,1,0
Other Digestive Diseases,CAF,0.0142059,1,0
Other Infectious Diseases,CAF,0.0616454,1,0
Pneumonia,CAF,0.0906242,1,0
Poisonings,CAF,0.0067039,1,0
Road Traffic,CAF,0.0200702,1,0
Sepsis,CAF,0.0018725,1,0
Violent Death,CAF,0.0019425,1,0
AIDS,CAF,0.0595124,1,1
Bite of Venomous Animal,CAF,0.0072351,1,1
Diarrhea/Dysentery,CAF,0.1226692,1,1
Drowning,CAF,0.0113469,1,1
Encephalitis,CAF,0.0029166,1,1
Falls,CAF,0.003152,1,1
Fires,CAF,0.0151209,1,1
Hemorrhagic fever,CAF,0.0001872,1,1
Malaria,CAF,0.3232593,1,1
Measles,CAF,0.0088919,1,1
Meningitis,CAF,0.0494871,1,1
Other Cancers,CAF,0.0053193,1,1
Other Cardiovascular Diseases,CAF,0.0137624,1,1
Other Defined Causes of Child Deaths,CAF,0.2178835,1,1
Other Digestive Diseases,CAF,0.012403,1,1
Other Infectious Diseases,CAF,0.0578724,1,1
Pneumonia,CAF,0.0702793,1,1
Poisonings,CAF,0.0042339,1,1
Road Traffic,CAF,0.0112235,1,1
Sepsis,CAF,0.001933,1,1
Violent Death,CAF,0.0013112,1,1
AIDS,CAF,0.1444955,10,0
Bite of Venomous Animal,CAF,0.0069687,10,0
Diarrhea/Dysentery,CAF,0.1439012,10,0
Drowning,CAF,0.0241539,10,0
Encephalitis,CAF,0.0072633,10,0
Falls,CAF,0.0066396,10,0
Fires,CAF,0.0082323,10,0
Hemorrhagic fever,CAF,0.0002928,10,0
Malaria,CAF,0.1000952,10,0
Measles,CAF,0.0022701,10,0
Meningitis,CAF,0.0648803,10,0
Other Cancers,CAF,0.0137253,10,0
Other Cardiovascular Diseases,CAF,0.0146352,10,0
Other Defined Causes of Child Deaths,CAF,0.1855146,10,0
Other Digestive Diseases,CAF,0.0096332,10,0
Other Infectious Diseases,CAF,0.1578215,10,0
Pneumonia,CAF,0.0398852,10,0
Poisonings,CAF,0.0051726,10,0
Road Traffic,CAF,0.0559015,10,0
Sepsis,CAF,0.0015981,10,0
Violent Death,CAF,0.00692,10,0
AIDS,CAF,0.1464998,10,1
Bite of Venomous Animal,CAF,0.0084287,10,1
Diarrhea/Dysentery,CAF,0.1811081,10,1
Drowning,CAF,0.0129415,10,1
Encephalitis,CAF,0.0050591,10,1
Falls,CAF,0.0030253,10,1
Fires,CAF,0.0098054,10,1
Hemorrhagic fever,CAF,0.0001346,10,1
Malaria,CAF,0.0993639,10,1
Measles,CAF,0.0026349,10,1
Meningitis,CAF,0.0451914,10,1
Other Cancers,CAF,0.0129547,10,1
Other Cardiovascular Diseases,CAF,0.0173251,10,1
Other Defined Causes of Child Deaths,CAF,0.2101185,10,1
Other Digestive Diseases,CAF,0.0069901,10,1
Other Infectious Diseases,CAF,0.1555264,10,1
Pneumonia,CAF,0.0446788,10,1
Poisonings,CAF,0.0046553,10,1
Road Traffic,CAF,0.0293516,10,1
Sepsis,CAF,0.0013309,10,1
Violent Death,CAF,0.0028762,10,1
AIDS,CAF,0.0157767,0,0
Bite of Venomous Animal,CAF,0.0007051,0,0
Diarrhea/Dysentery,CAF,0.1968979,0,0
Drowning,CAF,0.0014326,0,0
Encephalitis,CAF,0.0036225,0,0
Falls,CAF,0.0018933,0,0
Fires,CAF,0.0043929,0,0
Hemorrhagic fever,CAF,0.0001467,0,0
Malaria,CAF,0.1909905,0,0
Measles,CAF,0.0040021,0,0
Meningitis,CAF,0.06583,0,0
Other Cancers,CAF,0.0009918,0,0
Other Cardiovascular Diseases,CAF,0.0094324,0,0
Other Defined Causes of Child Deaths,CAF,0.2459701,0,0
Other Digestive Diseases,CAF,0,0,0
Other Infectious Diseases,CAF,0.0923622,0,0
Pneumonia,CAF,0.1567298,0,0
Poisonings,CAF,0.001634,0,0
Road Traffic,CAF,0.0033732,0,0
Sepsis,CAF,0.0029431,0,0
Violent Death,CAF,0.000873,0,0
AIDS,CAF,0.019071,0,1
Bite of Venomous Animal,CAF,0.0027762,0,1
Diarrhea/Dysentery,CAF,0.2036596,0,1
Drowning,CAF,0.0010532,0,1
Encephalitis,CAF,0.0035041,0,1
Falls,CAF,0.0011565,0,1
Fires,CAF,0.0045878,0,1
Hemorrhagic fever,CAF,0.0000692,0,1
Malaria,CAF,0.2037757,0,1
Measles,CAF,0.0045205,0,1
Meningitis,CAF,0.0636783,0,1
Other Cancers,CAF,0.0023174,0,1
Other Cardiovascular Diseases,CAF,0.0111585,0,1
Other Defined Causes of Child Deaths,CAF,0.251068,0,1
Other Digestive Diseases,CAF,0,0,1
Other Infectious Diseases,CAF,0.0967839,0,1
Pneumonia,CAF,0.124291,0,1
Poisonings,CAF,0.0012382,0,1
Road Traffic,CAF,0.0022884,0,1
Sepsis,CAF,0.0023259,0,1
Violent Death,CAF,0.0006766,0,1
AIDS,CAF,0.1022932,5,0
Bite of Venomous Animal,CAF,0.006328,5,0
Diarrhea/Dysentery,CAF,0.1999537,5,0
Drowning,CAF,0.0229416,5,0
Encephalitis,CAF,0.0064524,5,0
Falls,CAF,0.0054393,5,0
Fires,CAF,0.0116249,5,0
Hemorrhagic fever,CAF,0.0004722,5,0
