gs_text34,iso3,weight,age,sex
Violent Death,PRY,0.00017846,0,0
AIDS,PRY,0.00375446,0,1
Bite of Venomous Animal,PRY,5.65E-06,0,1
Diarrhea/Dysentery,PRY,0.15238455,0,1
Drowning,PRY,0.0001547,0,1
Encephalitis,PRY,0.00465495,0,1
Falls,PRY,0.00093127,0,1
Fires,PRY,0.00031895,0,1
Hemorrhagic fever,PRY,0.00006719,0,1
Malaria,PRY,1.17E-05,0,1
Measles,PRY,0.00049444,0,1
Meningitis,PRY,0.02120843,0,1
Other Cancers,PRY,0.01690043,0,1
Other Cardiovascular Diseases,PRY,0.03421856,0,1
Other Defined Causes of Child Deaths,PRY,0.38521647,0,1
Other Digestive Diseases,PRY,0,0,1
Other Infectious Diseases,PRY,0.23450208,0,1
Pneumonia,PRY,0.14046315,0,1
Poisonings,PRY,0.00064956,0,1
Road Traffic,PRY,0.00178617,0,1
Sepsis,PRY,0.00216571,0,1
Violent Death,PRY,0.00011161,0,1
AIDS,PRY,0.00749792,5,0
Bite of Venomous Animal,PRY,0.00011992,5,0
Diarrhea/Dysentery,PRY,0.03915208,5,0
Drowning,PRY,0.00570491,5,0
Encephalitis,PRY,0.00581323,5,0
Falls,PRY,0.00394827,5,0
Fires,PRY,0.00048065,5,0
Hemorrhagic fever,PRY,0.00028861,5,0
Malaria,PRY,1.74E-05,5,0
Measles,PRY,0.00049024,5,0
Meningitis,PRY,0.02181531,5,0
Other Cancers,PRY,0.27121191,5,0
Other Cardiovascular Diseases,PRY,0.10322402,5,0
Other Defined Causes of Child Deaths,PRY,0.263224,5,0
Other Digestive Diseases,PRY,0.0235885,5,0
Other Infectious Diseases,PRY,0.13448283,5,0
Pneumonia,PRY,0.09079135,5,0
Poisonings,PRY,0.00284729,5,0
Road Traffic,PRY,0.02196252,5,0
Sepsis,PRY,0.00293406,5,0
Violent Death,PRY,0.00040495,5,0
AIDS,PRY,0.01034963,5,1
Bite of Venomous Animal,PRY,0.00005948,5,1
Diarrhea/Dysentery,PRY,0.05193397,5,1
Drowning,PRY,0.00232736,5,1
Encephalitis,PRY,0.00759629,5,1
Falls,PRY,0.00259772,5,1
Fires,PRY,0.00046748,5,1
Hemorrhagic fever,PRY,0.0004817,5,1
Malaria,PRY,1.63E-05,5,1
Measles,PRY,0.0005213,5,1
Meningitis,PRY,0.02850645,5,1
Other Cancers,PRY,0.27457395,5,1
Other Cardiovascular Diseases,PRY,0.0858232,5,1
Other Defined Causes of Child Deaths,PRY,0.2572545,5,1
Other Digestive Diseases,PRY,0.019476,5,1
Other Infectious Diseases,PRY,0.14811844,5,1
Pneumonia,PRY,0.08771615,5,1
Poisonings,PRY,0.00220036,5,1
Road Traffic,PRY,0.01584396,5,1
Sepsis,PRY,0.00395125,5,1
Violent Death,PRY,0.00018447,5,1
AIDS,PRT,0.04155927,1,0
Bite of Venomous Animal,PRT,0.00004021,1,0
Diarrhea/Dysentery,PRT,0.01377935,1,0
Drowning,PRT,0.00864089,1,0
Encephalitis,PRT,0.00152657,1,0
Falls,PRT,0.0110957,1,0
Fires,PRT,0.00101089,1,0
Hemorrhagic fever,PRT,0.0031902,1,0
Malaria,PRT,0,1,0
Measles,PRT,0.00144093,1,0
Meningitis,PRT,0.01619309,1,0
Other Cancers,PRT,0.32912519,1,0
Other Cardiovascular Diseases,PRT,0.09125898,1,0
Other Defined Causes of Child Deaths,PRT,0.36049451,1,0
Other Digestive Diseases,PRT,0.01101026,1,0
Other Infectious Diseases,PRT,0.04824111,1,0
Pneumonia,PRT,0.03246072,1,0
Poisonings,PRT,0.01036642,1,0
Road Traffic,PRT,0.01692844,1,0
Sepsis,PRT,0.00125753,1,0
Violent Death,PRT,0.00037974,1,0
AIDS,PRT,0.02984341,1,1
Bite of Venomous Animal,PRT,0.00001662,1,1
Diarrhea/Dysentery,PRT,0.01714528,1,1
Drowning,PRT,0.00385344,1,1
Encephalitis,PRT,0.00161023,1,1
Falls,PRT,0.0075827,1,1
Fires,PRT,0.00113947,1,1
Hemorrhagic fever,PRT,0.01061268,1,1
Malaria,PRT,0,1,1
Measles,PRT,0.00145239,1,1
Meningitis,PRT,0.01708105,1,1
Other Cancers,PRT,0.31953929,1,1
Other Cardiovascular Diseases,PRT,0.06382066,1,1
Other Defined Causes of Child Deaths,PRT,0.38256481,1,1
Other Digestive Diseases,PRT,0.01403032,1,1
Other Infectious Diseases,PRT,0.04670308,1,1
Pneumonia,PRT,0.04939381,1,1
Poisonings,PRT,0.01672961,1,1
Road Traffic,PRT,0.01426223,1,1
Sepsis,PRT,0.00228025,1,1
Violent Death,PRT,0.00033867,1,1
AIDS,PRT,0.01674755,10,0
Bite of Venomous Animal,PRT,0.00003927,10,0
Diarrhea/Dysentery,PRT,0.00247032,10,0
Drowning,PRT,0.00545636,10,0
Encephalitis,PRT,0.00075895,10,0
Falls,PRT,0.0079654,10,0
Fires,PRT,0.00021594,10,0
Hemorrhagic fever,PRT,0.00184325,10,0
Malaria,PRT,0,10,0
Measles,PRT,0.0010597,10,0
Meningitis,PRT,0.0044509,10,0
Other Cancers,PRT,0.50532685,10,0
Other Cardiovascular Diseases,PRT,0.08337318,10,0
Other Defined Causes of Child Deaths,PRT,0.2666817,10,0
Other Digestive Diseases,PRT,0.01081065,10,0
Other Infectious Diseases,PRT,0.03380353,10,0
Pneumonia,PRT,0.02412407,10,0
Poisonings,PRT,0.00461553,10,0
Road Traffic,PRT,0.02886838,10,0
Sepsis,PRT,0.00097183,10,0
Violent Death,PRT,0.00041662,10,0
AIDS,PRT,0.01230431,10,1
Bite of Venomous Animal,PRT,0.00001756,10,1
Diarrhea/Dysentery,PRT,0.00284939,10,1
Drowning,PRT,0.00211373,10,1
Encephalitis,PRT,0.00152829,10,1
Falls,PRT,0.0050065,10,1
Fires,PRT,0.00026631,10,1
Hemorrhagic fever,PRT,0.00446722,10,1
Malaria,PRT,0,10,1
Measles,PRT,0.0009289,10,1
Meningitis,PRT,0.00896349,10,1
Other Cancers,PRT,0.48166525,10,1
Other Cardiovascular Diseases,PRT,0.13001993,10,1
Other Defined Causes of Child Deaths,PRT,0.25133548,10,1
Other Digestive Diseases,PRT,0.01343227,10,1
Other Infectious Diseases,PRT,0.02991654,10,1
Pneumonia,PRT,0.02741141,10,1
Poisonings,PRT,0.00604283,10,1
Road Traffic,PRT,0.02050476,10,1
Sepsis,PRT,0.00094273,10,1
Violent Death,PRT,0.00028309,10,1
AIDS,PRT,0.00750274,0,0
Bite of Venomous Animal,PRT,0.00001181,0,0
Diarrhea/Dysentery,PRT,0.02349671,0,0
Drowning,PRT,0.00021798,0,0
Encephalitis,PRT,0.00131583,0,0
Falls,PRT,0.00276147,0,0
Fires,PRT,0.00033537,0,0
Hemorrhagic fever,PRT,0.0014639,0,0
Malaria,PRT,0,0,0
Measles,PRT,0.00059492,0,0
Meningitis,PRT,0.01499775,0,0
Other Cancers,PRT,0.03569444,0,0
Other Cardiovascular Diseases,PRT,0.07298389,0,0
Other Defined Causes of Child Deaths,PRT,0.69127265,0,0
Other Digestive Diseases,PRT,0,0,0
Other Infectious Diseases,PRT,0.06904421,0,0
Pneumonia,PRT,0.07213013,0,0
Poisonings,PRT,0.00195959,0,0
Road Traffic,PRT,0.00266166,0,0
Sepsis,PRT,0.00140736,0,0
Violent Death,PRT,0.00014758,0,0
AIDS,PRT,0.00451211,0,1
Bite of Venomous Animal,PRT,0.00001373,0,1
Diarrhea/Dysentery,PRT,0.02537206,0,1
Drowning,PRT,0.0000968,0,1
Encephalitis,PRT,0.00091703,0,1
Falls,PRT,0.0014601,0,1
Fires,PRT,0.00032295,0,1
Hemorrhagic fever,PRT,0.00383096,0,1
Malaria,PRT,0,0,1
Measles,PRT,0.00066817,0,1
Meningitis,PRT,0.0104526,0,1
Other Cancers,PRT,0.03621966,0,1
Other Cardiovascular Diseases,PRT,0.06429964,0,1
Other Defined Causes of Child Deaths,PRT,0.72751068,0,1
Other Digestive Diseases,PRT,0,0,1
Other Infectious Diseases,PRT,0.06385547,0,1
Pneumonia,PRT,0.05417742,0,1
Poisonings,PRT,0.00235852,0,1
Road Traffic,PRT,0.00186303,0,1
Sepsis,PRT,0.00196379,0,1
Violent Death,PRT,0.00010527,0,1
AIDS,PRT,0.01368454,5,0
Bite of Venomous Animal,PRT,0.00006109,5,0
Diarrhea/Dysentery,PRT,0.00355296,5,0
Drowning,PRT,0.0064952,5,0
Encephalitis,PRT,0.00075948,5,0
Falls,PRT,0.00805326,5,0
Fires,PRT,0.00041853,5,0
Hemorrhagic fever,PRT,0.00272863,5,0
Malaria,PRT,0,5,0
Measles,PRT,0.00147365,5,0
Meningitis,PRT,0.0060191,5,0
Other Cancers,PRT,0.57124801,5,0
Other Cardiovascular Diseases,PRT,0.06281166,5,0
Other Defined Causes of Child Deaths,PRT,0.22278186,5,0
Other Digestive Diseases,PRT,0.0117274,5,0
Other Infectious Diseases,PRT,0.03407073,5,0
Pneumonia,PRT,0.0211671,5,0
Poisonings,PRT,0.00485996,5,0
Road Traffic,PRT,0.02679197,5,0
Sepsis,PRT,0.00091067,5,0
Violent Death,PRT,0.00038419,5,0
AIDS,PRT,0.01441027,5,1
Bite of Venomous Animal,PRT,0.00001785,5,1
Diarrhea/Dysentery,PRT,0.00506106,5,1
Drowning,PRT,0.00247215,5,1
Encephalitis,PRT,0.00106011,5,1
Falls,PRT,0.00564418,5,1
Fires,PRT,0.00073802,5,1
Hemorrhagic fever,PRT,0.00905868,5,1
Malaria,PRT,0,5,1
Measles,PRT,0.00198404,5,1
Meningitis,PRT,0.00840218,5,1
Other Cancers,PRT,0.54239695,5,1
Other Cardiovascular Diseases,PRT,0.06407023,5,1
Other Defined Causes of Child Deaths,PRT,0.24799228,5,1
Other Digestive Diseases,PRT,0.01358699,5,1
Other Infectious Diseases,PRT,0.03577358,5,1
Pneumonia,PRT,0.02200049,5,1
Poisonings,PRT,0.00738426,5,1
Road Traffic,PRT,0.01643429,5,1
Sepsis,PRT,0.00117462,5,1
Violent Death,PRT,0.00033777,5,1
AIDS,PRK,0.00227995,1,0
Bite of Venomous Animal,PRK,0.00005038,1,0
Diarrhea/Dysentery,PRK,0.04863596,1,0
Drowning,PRK,0.02078924,1,0
Encephalitis,PRK,0.00686978,1,0
Falls,PRK,0.01688517,1,0
Fires,PRK,0.00075503,1,0
Hemorrhagic fever,PRK,0.00143861,1,0
Malaria,PRK,0.00003406,1,0
Measles,PRK,4.68E-06,1,0
Meningitis,PRK,0.02202766,1,0
Other Cancers,PRK,0.11258546,1,0
Other Cardiovascular Diseases,PRK,0.08202002,1,0
Other Defined Causes of Child Deaths,PRK,0.30534004,1,0
Other Digestive Diseases,PRK,0.03548774,1,0
Other Infectious Diseases,PRK,0.130435,1,0
Pneumonia,PRK,0.1930731,1,0
Poisonings,PRK,0.01161496,1,0
Road Traffic,PRK,0.00690737,1,0
Sepsis,PRK,0.00256298,1,0
Violent Death,PRK,0.00020282,1,0
AIDS,PRK,0.00251434,1,1
Bite of Venomous Animal,PRK,0.00014006,1,1
Diarrhea/Dysentery,PRK,0.04219943,1,1
Drowning,PRK,0.01189307,1,1
Encephalitis,PRK,0.00515967,1,1
Falls,PRK,0.01036935,1,1
Fires,PRK,0.00063973,1,1
Hemorrhagic fever,PRK,0.00106536,1,1
Malaria,PRK,0.00003017,1,1
Measles,PRK,5.28E-06,1,1
Meningitis,PRK,0.01654429,1,1
Other Cancers,PRK,0.11369734,1,1
Other Cardiovascular Diseases,PRK,0.0797771,1,1
Other Defined Causes of Child Deaths,PRK,0.30534447,1,1
Other Digestive Diseases,PRK,0.04066571,1,1
Other Infectious Diseases,PRK,0.1122827,1,1
Pneumonia,PRK,0.24160061,1,1
Poisonings,PRK,0.00668526,1,1
Road Traffic,PRK,0.00543098,1,1
Sepsis,PRK,0.00382573,1,1
Violent Death,PRK,0.00012937,1,1
AIDS,PRK,0.00217489,10,0
Bite of Venomous Animal,PRK,0.00008508,10,0
Diarrhea/Dysentery,PRK,0.00701338,10,0
Drowning,PRK,0.01622506,10,0
Encephalitis,PRK,0.00196717,10,0
Falls,PRK,0.01419336,10,0
Fires,PRK,0.00038358,10,0
Hemorrhagic fever,PRK,0.00122494,10,0
Malaria,PRK,0.00002987,10,0
Measles,PRK,6.56E-07,10,0
Meningitis,PRK,0.0109663,10,0
Other Cancers,PRK,0.33727778,10,0
Other Cardiovascular Diseases,PRK,0.10966966,10,0
Other Defined Causes of Child Deaths,PRK,0.27176595,10,0
Other Digestive Diseases,PRK,0.01995337,10,0
Other Infectious Diseases,PRK,0.12373549,10,0
Pneumonia,PRK,0.05363478,10,0
Poisonings,PRK,0.01252411,10,0
Road Traffic,PRK,0.01401576,10,0
Sepsis,PRK,0.00281732,10,0
Violent Death,PRK,0.00034149,10,0
AIDS,PRK,0.00266783,10,1
Bite of Venomous Animal,PRK,0.00012112,10,1
Diarrhea/Dysentery,PRK,0.00733513,10,1
Drowning,PRK,0.00839142,10,1
Encephalitis,PRK,0.00198698,10,1
Falls,PRK,0.00726215,10,1
Fires,PRK,0.00039796,10,1
Hemorrhagic fever,PRK,0.00083461,10,1
Malaria,PRK,0.00002453,10,1
Measles,PRK,8.66E-07,10,1
Meningitis,PRK,0.01107718,10,1
Other Cancers,PRK,0.32169276,10,1
Other Cardiovascular Diseases,PRK,0.13851452,10,1
Other Defined Causes of Child Deaths,PRK,0.28209512,10,1
Other Digestive Diseases,PRK,0.02020798,10,1
Other Infectious Diseases,PRK,0.11181417,10,1
Pneumonia,PRK,0.06007447,10,1
Poisonings,PRK,0.00946051,10,1
Road Traffic,PRK,0.0111023,10,1
Sepsis,PRK,0.00471211,10,1
Violent Death,PRK,0.00022629,10,1
AIDS,PRK,0.00035166,0,0
Bite of Venomous Animal,PRK,0.00001018,0,0
Diarrhea/Dysentery,PRK,0.0530306,0,0
Drowning,PRK,0.0008354,0,0
Encephalitis,PRK,0.00348077,0,0
Falls,PRK,0.00347939,0,0
Fires,PRK,0.00013272,0,0
Hemorrhagic fever,PRK,0.00033437,0,0
Malaria,PRK,1.48E-05,0,0
Measles,PRK,1.28E-06,0,0
Meningitis,PRK,0.01053765,0,0
Other Cancers,PRK,0.02104235,0,0
Other Cardiovascular Diseases,PRK,0.06045629,0,0
Other Defined Causes of Child Deaths,PRK,0.44308558,0,0
Other Digestive Diseases,PRK,0,0,0
Other Infectious Diseases,PRK,0.16813904,0,0
Pneumonia,PRK,0.22829227,0,0
Poisonings,PRK,0.00366295,0,0
Road Traffic,PRK,0.00082398,0,0
Sepsis,PRK,0.00224334,0,0
Violent Death,PRK,0.00004535,0,0
AIDS,PRK,0.00037328,0,1
Bite of Venomous Animal,PRK,0.00005636,0,1
Diarrhea/Dysentery,PRK,0.04351101,0,1
Drowning,PRK,0.00058122,0,1
Encephalitis,PRK,0.00302252,0,1
Falls,PRK,0.00250781,0,1
Fires,PRK,0.00012257,0,1
Hemorrhagic fever,PRK,0.0003224,0,1
Malaria,PRK,1.45E-05,0,1
Measles,PRK,1.25E-06,0,1
Meningitis,PRK,0.00915057,0,1
Other Cancers,PRK,0.02426473,0,1
Other Cardiovascular Diseases,PRK,0.04942009,0,1
Other Defined Causes of Child Deaths,PRK,0.43032667,0,1
Other Digestive Diseases,PRK,0,0,1
Other Infectious Diseases,PRK,0.15908225,0,1
Pneumonia,PRK,0.27196619,0,1
Poisonings,PRK,0.00193859,0,1
Road Traffic,PRK,0.00080319,0,1
Sepsis,PRK,0.00249499,0,1
Violent Death,PRK,0.00003984,0,1
AIDS,PRK,0.00226788,5,0
Bite of Venomous Animal,PRK,0.00009959,5,0
Diarrhea/Dysentery,PRK,0.01175477,5,0
Drowning,PRK,0.02214071,5,0
Encephalitis,PRK,0.00411736,5,0
Falls,PRK,0.01330698,5,0
Fires,PRK,0.00058205,5,0
Hemorrhagic fever,PRK,0.00167938,5,0
Malaria,PRK,0.00002221,5,0
Measles,PRK,2.32E-06,5,0
Meningitis,PRK,0.01697343,5,0
Other Cancers,PRK,0.31198188,5,0
Other Cardiovascular Diseases,PRK,0.09291198,5,0
Other Defined Causes of Child Deaths,PRK,0.22831724,5,0
Other Digestive Diseases,PRK,0.02032331,5,0
Other Infectious Diseases,PRK,0.16456878,5,0
Pneumonia,PRK,0.08205354,5,0
Poisonings,PRK,0.00923436,5,0
Road Traffic,PRK,0.01401017,5,0
Sepsis,PRK,0.00339202,5,0
Violent Death,PRK,0.00026004,5,0
AIDS,PRK,0.00258237,5,1
Bite of Venomous Animal,PRK,0.00019362,5,1
Diarrhea/Dysentery,PRK,0.01499023,5,1
Drowning,PRK,0.01190914,5,1
Encephalitis,PRK,0.00457401,5,1
Falls,PRK,0.00978364,5,1
Fires,PRK,0.00064108,5,1
Hemorrhagic fever,PRK,0.00185807,5,1
Malaria,PRK,0.00001998,5,1
Measles,PRK,2.82E-06,5,1
Meningitis,PRK,0.01885577,5,1
Other Cancers,PRK,0.31613528,5,1
Other Cardiovascular Diseases,PRK,0.11463587,5,1
Other Defined Causes of Child Deaths,PRK,0.2291588,5,1
Other Digestive Diseases,PRK,0.01921973,5,1
Other Infectious Diseases,PRK,0.15028993,5,1
Pneumonia,PRK,0.08054227,5,1
Poisonings,PRK,0.00747949,5,1
Road Traffic,PRK,0.01187536,5,1
Sepsis,PRK,0.00504577,5,1
Violent Death,PRK,0.00020677,5,1
AIDS,POL,0.000165,1,0
Bite of Venomous Animal,POL,0.00004316,1,0
Diarrhea/Dysentery,POL,0.00780205,1,0
Drowning,POL,0.00808529,1,0
Encephalitis,POL,0.00491163,1,0
Falls,POL,0.01350501,1,0
Fires,POL,0.00091027,1,0
Hemorrhagic fever,POL,0.00439513,1,0
Malaria,POL,0,1,0
Measles,POL,0.00017051,1,0
Meningitis,POL,0.02297093,1,0
Other Cancers,POL,0.26401395,1,0
Other Cardiovascular Diseases,POL,0.1178044,1,0
Other Defined Causes of Child Deaths,POL,0.41207711,1,0
Other Digestive Diseases,POL,0.01944505,1,0
Other Infectious Diseases,POL,0.03076081,1,0
Pneumonia,POL,0.06623728,1,0
Poisonings,POL,0.01052507,1,0
Road Traffic,POL,0.01503295,1,0
Sepsis,POL,0.00087464,1,0
Violent Death,POL,0.00026976,1,0
AIDS,POL,0.00019982,1,1
Bite of Venomous Animal,POL,0.00002144,1,1
Diarrhea/Dysentery,POL,0.00882606,1,1
Drowning,POL,0.00492261,1,1
Encephalitis,POL,0.00499622,1,1
Falls,POL,0.01032931,1,1
Fires,POL,0.0009621,1,1
Hemorrhagic fever,POL,0.00728517,1,1
Malaria,POL,0,1,1
Measles,POL,0.00020789,1,1
Meningitis,POL,0.02336675,1,1
Other Cancers,POL,0.24014485,1,1
Other Cardiovascular Diseases,POL,0.0909966,1,1
Other Defined Causes of Child Deaths,POL,0.46464508,1,1
Other Digestive Diseases,POL,0.01488766,1,1
Other Infectious Diseases,POL,0.0396369,1,1
Pneumonia,POL,0.0590539,1,1
Poisonings,POL,0.01403236,1,1
Road Traffic,POL,0.01433094,1,1
Sepsis,POL,0.00081682,1,1
Violent Death,POL,0.00033752,1,1
AIDS,POL,0.00001947,10,0
Bite of Venomous Animal,POL,0.0000191,10,0
Diarrhea/Dysentery,POL,0.00170324,10,0
Drowning,POL,0.01083567,10,0
Encephalitis,POL,0.00257707,10,0
Falls,POL,0.01039462,10,0
Fires,POL,0.00025308,10,0
Hemorrhagic fever,POL,0.00186577,10,0
Malaria,POL,0,10,0
Measles,POL,0.00009106,10,0
Meningitis,POL,0.00628318,10,0
Other Cancers,POL,0.39006547,10,0
Other Cardiovascular Diseases,POL,0.1256697,10,0
Other Defined Causes of Child Deaths,POL,0.34414477,10,0
Other Digestive Diseases,POL,0.01255882,10,0
Other Infectious Diseases,POL,0.01298965,10,0
Pneumonia,POL,0.04068622,10,0
Poisonings,POL,0.00991013,10,0
Road Traffic,POL,0.02917211,10,0
Sepsis,POL,0.00056912,10,0
Violent Death,POL,0.00019176,10,0
AIDS,POL,0.00002865,10,1
Bite of Venomous Animal,POL,0.00004469,10,1
Diarrhea/Dysentery,POL,0.00188898,10,1
Drowning,POL,0.00574366,10,1
Encephalitis,POL,0.00173513,10,1
Falls,POL,0.00518641,10,1
Fires,POL,0.00031244,10,1
Hemorrhagic fever,POL,0.00304954,10,1
Malaria,POL,0,10,1
Measles,POL,0.0001165,10,1
Meningitis,POL,0.00423027,10,1
Other Cancers,POL,0.39635088,10,1
Other Cardiovascular Diseases,POL,0.14505942,10,1
Other Defined Causes of Child Deaths,POL,0.30245063,10,1
Other Digestive Diseases,POL,0.01090565,10,1
Other Infectious Diseases,POL,0.01509174,10,1
Pneumonia,POL,0.04887956,10,1
Poisonings,POL,0.02762825,10,1
Road Traffic,POL,0.02927113,10,1
Sepsis,POL,0.00172252,10,1
Violent Death,POL,0.00030394,10,1
AIDS,POL,0.00001514,0,0
Bite of Venomous Animal,POL,8.48E-06,0,0
Diarrhea/Dysentery,POL,0.00952178,0,0
Drowning,POL,0.00012153,0,0
Encephalitis,POL,0.00255224,0,0
Falls,POL,0.00211287,0,0
Fires,POL,0.00017732,0,0
Hemorrhagic fever,POL,0.00142393,0,0
Malaria,POL,0,0,0
Measles,POL,0.00021942,0,0
Meningitis,POL,0.01298651,0,0
Other Cancers,POL,0.02075929,0,0
Other Cardiovascular Diseases,POL,0.05846477,0,0
Other Defined Causes of Child Deaths,POL,0.77196683,0,0
Other Digestive Diseases,POL,0,0,0
Other Infectious Diseases,POL,0.03488493,0,0
Pneumonia,POL,0.08106741,0,0
Poisonings,POL,0.0008071,0,0
Road Traffic,POL,0.00214179,0,0
Sepsis,POL,0.00064668,0,0
Violent Death,POL,0.00012198,0,0
AIDS,POL,0.0000187,0,1
Bite of Venomous Animal,POL,4.99E-06,0,1
Diarrhea/Dysentery,POL,0.01027538,0,1
Drowning,POL,0.0000638,0,1
Encephalitis,POL,0.00250078,0,1
Falls,POL,0.00171335,0,1
Fires,POL,0.00015003,0,1
Hemorrhagic fever,POL,0.0015882,0,1
Malaria,POL,0,0,1
Measles,POL,0.00026044,0,1
Meningitis,POL,0.01272443,0,1
Other Cancers,POL,0.02328166,0,1
Other Cardiovascular Diseases,POL,0.04517125,0,1
Other Defined Causes of Child Deaths,POL,0.79956117,0,1
Other Digestive Diseases,POL,0,0,1
Other Infectious Diseases,POL,0.03517115,0,1
Pneumonia,POL,0.06368932,0,1
Poisonings,POL,0.00108863,0,1
Road Traffic,POL,0.00183381,0,1
Sepsis,POL,0.00081519,0,1
Violent Death,POL,0.00008774,0,1
AIDS,POL,0.00001671,5,0
Bite of Venomous Animal,POL,0.00005342,5,0
Diarrhea/Dysentery,POL,0.00185988,5,0
Drowning,POL,0.01024883,5,0
Encephalitis,POL,0.00264636,5,0
Falls,POL,0.00709455,5,0
Fires,POL,0.00049558,5,0
Hemorrhagic fever,POL,0.00382467,5,0
Malaria,POL,0,5,0
Measles,POL,0.00010995,5,0
Meningitis,POL,0.00888356,5,0
Other Cancers,POL,0.49218573,5,0
Other Cardiovascular Diseases,POL,0.09309005,5,0
Other Defined Causes of Child Deaths,POL,0.26550438,5,0
Other Digestive Diseases,POL,0.01203746,5,0
Other Infectious Diseases,POL,0.01721068,5,0
Pneumonia,POL,0.04186565,5,0
Poisonings,POL,0.01072387,5,0
Road Traffic,POL,0.03121215,5,0
Sepsis,POL,0.00074491,5,0
Violent Death,POL,0.00019162,5,0
AIDS,POL,0.00002076,5,1
Bite of Venomous Animal,POL,0.00003437,5,1
Diarrhea/Dysentery,POL,0.00273172,5,1
Drowning,POL,0.00319009,5,1
Encephalitis,POL,0.00294898,5,1
Falls,POL,0.00547496,5,1
Fires,POL,0.00045784,5,1
Hemorrhagic fever,POL,0.00591326,5,1
Malaria,POL,0,5,1
Measles,POL,0.00016071,5,1
Meningitis,POL,0.00989945,5,1
Other Cancers,POL,0.48368462,5,1
Other Cardiovascular Diseases,POL,0.10066232,5,1
Other Defined Causes of Child Deaths,POL,0.26430037,5,1
Other Digestive Diseases,POL,0.01328603,5,1
Other Infectious Diseases,POL,0.02523973,5,1
Pneumonia,POL,0.04559047,5,1
Poisonings,POL,0.00956548,5,1
Road Traffic,POL,0.02541898,5,1
Sepsis,POL,0.00120285,5,1
Violent Death,POL,0.00021698,5,1
AIDS,PNG,0.03964822,1,0
Bite of Venomous Animal,PNG,0.00001054,1,0
Diarrhea/Dysentery,PNG,0.16494872,1,0
Drowning,PNG,0.00117668,1,0
Encephalitis,PNG,0.00054186,1,0
Falls,PNG,0.00347969,1,0
Fires,PNG,0.00049222,1,0
Hemorrhagic fever,PNG,0.00050433,1,0
Malaria,PNG,0.09633334,1,0
Measles,PNG,0.00584593,1,0
Meningitis,PNG,0.02901343,1,0
Other Cancers,PNG,0.07092446,1,0
Other Cardiovascular Diseases,PNG,0.03294169,1,0
Other Defined Causes of Child Deaths,PNG,0.20712848,1,0
Other Digestive Diseases,PNG,0.01740641,1,0
Other Infectious Diseases,PNG,0.09294053,1,0
Pneumonia,PNG,0.19423597,1,0
Poisonings,PNG,0.03599539,1,0
Road Traffic,PNG,0.00151357,1,0
Sepsis,PNG,0.00480444,1,0
Violent Death,PNG,0.00011411,1,0
AIDS,PNG,0.04797753,1,1
Bite of Venomous Animal,PNG,0.00003525,1,1
Diarrhea/Dysentery,PNG,0.16312592,1,1
Drowning,PNG,0.00144011,1,1
Encephalitis,PNG,0.00064361,1,1
Falls,PNG,0.00291301,1,1
Fires,PNG,0.00228312,1,1
Hemorrhagic fever,PNG,0.00079056,1,1
Malaria,PNG,0.06937644,1,1
Measles,PNG,0.00728287,1,1
Meningitis,PNG,0.03446212,1,1
Other Cancers,PNG,0.07968091,1,1
Other Cardiovascular Diseases,PNG,0.03176162,1,1
Other Defined Causes of Child Deaths,PNG,0.25971517,1,1
Other Digestive Diseases,PNG,0.01588476,1,1
Other Infectious Diseases,PNG,0.08567702,1,1
Pneumonia,PNG,0.17548675,1,1
Poisonings,PNG,0.01486129,1,1
Road Traffic,PNG,0.00038441,1,1
Sepsis,PNG,0.00613419,1,1
Violent Death,PNG,0.00008333,1,1
AIDS,PNG,0.09667218,10,0
Bite of Venomous Animal,PNG,0.00003359,10,0
Diarrhea/Dysentery,PNG,0.03142551,10,0
Drowning,PNG,0.00454526,10,0
Encephalitis,PNG,0.00072036,10,0
Falls,PNG,0.00418144,10,0
Fires,PNG,0.00027685,10,0
Hemorrhagic fever,PNG,0.0004839,10,0
Malaria,PNG,0.18998545,10,0
Measles,PNG,0.00101506,10,0
Meningitis,PNG,0.03450834,10,0
Other Cancers,PNG,0.16460117,10,0
Other Cardiovascular Diseases,PNG,0.05928181,10,0
Other Defined Causes of Child Deaths,PNG,0.21151442,10,0
Other Digestive Diseases,PNG,0.00799876,10,0
Other Infectious Diseases,PNG,0.10599196,10,0
Pneumonia,PNG,0.05366305,10,0
Poisonings,PNG,0.02328093,10,0
Road Traffic,PNG,0.00512387,10,0
Sepsis,PNG,0.00449241,10,0
Violent Death,PNG,0.00020368,10,0
AIDS,PNG,0.09073527,10,1
Bite of Venomous Animal,PNG,0.00003712,10,1
Diarrhea/Dysentery,PNG,0.02320201,10,1
Drowning,PNG,0.00377574,10,1
Encephalitis,PNG,0.0009722,10,1
Falls,PNG,0.00187615,10,1
Fires,PNG,0.00127175,10,1
Hemorrhagic fever,PNG,0.00043448,10,1
Malaria,PNG,0.16519753,10,1
Measles,PNG,0.00105935,10,1
Meningitis,PNG,0.04657288,10,1
Other Cancers,PNG,0.17776839,10,1
Other Cardiovascular Diseases,PNG,0.05216071,10,1
Other Defined Causes of Child Deaths,PNG,0.21290203,10,1
Other Digestive Diseases,PNG,0.00920188,10,1
Other Infectious Diseases,PNG,0.10712367,10,1
Pneumonia,PNG,0.06764806,10,1
